signal_type,symbol,signal_date,confidence_score,trend_ok,location_ok,pattern_ok,volume_ok,entry_price,stop_price,target_price,invalid_reason,risk_tags,factors,base_score,score,name,signal_name,quality_score,quality_bucket,pretty_ok,market_ok,market_score,market_regime,market_positive_index_count,market_up_ratio,market_limit_up_count,market_limit_down_count,market_limit_up_down_ratio,market_index_details,sector_ok,sector_score,industry_name,industry_score,concept_names,concept_scores,sector_band,filter_ok
spring,603000,2026-03-16,95,True,True,True,True,20.469999313354492,20.1299991607666,28.21,,[],"{'box_low': 20.43, 'volume_ratio': 12.475465861237177}",90.25,93.25,人民网,箱体弹簧,60.0,high,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,31.89,传媒,14.34,"['创投', '股权激励', '网络游戏']","[31.89, 31.46, 31.32]",edge_low,True
2b_structure,601015,2026-03-13,95,True,True,True,True,5.38,4.63,5.87,,[],"{'prior_support': 4.79, 'fake_break_low': 4.63, 'breakdown_date': '2026-03-12', 'support_source': 'swing_low', 'reclaim_date': '2026-03-13', 'reclaim_in_time': True, 'volume_ratio': 1.0138790362546959}",99.75,103.25,陕西黑猫,2B结构,59.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",True,53.09,焦炭Ⅲ,53.09,"['最近多板', '煤化工概念', '东方财富热股']","[47.15, 43.9, 39.26]",strong,False
pattern_breakout,002235,2026-03-16,95,True,True,True,True,11.5600004196167,11.31,12.554286221095493,,[],"{'box_low': 9.38, 'box_high': 11.31, 'width_pct': 0.2057569296375266, 'breakout_pct': 0.022104369550548075, 'prior_below_box': True}",95.0,98.0,安妮股份,形态突破,59.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,32.8,轻工制造,32.8,"['融资融券', '造纸印刷', '大数据']","[30.04, 29.8, 28.07]",edge_low,False
pattern_breakout,000966,2026-03-12,95,True,True,True,True,5.17,5.02,5.507142857142857,,[],"{'box_low': 4.43, 'box_high': 5.02, 'width_pct': 0.13318284424379231, 'breakout_pct': 0.029880478087649476, 'prior_below_box': True}",95.0,98.0,长源电力,形态突破,59.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,38.38,公用事业,28.87,"['抽水蓄能', '超超临界发电', '新能源']","[38.38, 34.95, 33.95]",edge_low,False
false_breakdown,600325,2026-03-16,95,True,True,True,True,4.070000171661377,4.02,4.74,,[],"{'support': 4.05, 'breakdown_date': '2026-03-12', 'reclaim_date': '2026-03-16', 'reclaim_in_time': True, 'support_source': 'swing_low', 'volume_ratio': 16.30835116197436, 'close_in_range': 0.4444456218243855, 'break_pct': 0.007407407407407469}",85.5,90.0,华发股份,假诱空,59.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,40.28,房地产开发,36.47,"['长期破净', '破净股', '2025中报预减']","[40.28, 35.47, 33.14]",edge_high,True
false_breakdown,001979,2026-03-16,95,True,True,True,True,9.65999984741211,9.4,11.1,,[],"{'support': 9.52, 'breakdown_date': '2026-03-12', 'reclaim_date': '2026-03-16', 'reclaim_in_time': True, 'support_source': 'swing_low', 'volume_ratio': 17.2354953211852, 'close_in_range': 0.13513569243220533, 'break_pct': 0.012605042016806641}",85.5,88.5,招商蛇口,假诱空,59.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,36.28,商业地产,36.28,"['破净股', '养老概念', '深股通']","[35.47, 33.47, 31.59]",edge_low,True
false_breakdown,300123,2026-03-16,95,True,True,True,True,7.179999828338623,7.05,8.44,,[],"{'support': 7.14, 'breakdown_date': '2026-03-12', 'reclaim_date': '2026-03-16', 'reclaim_in_time': True, 'support_source': 'swing_low', 'volume_ratio': 15.568473689726538, 'close_in_range': 0.29999928474528587, 'break_pct': 0.012605042016806704}",85.5,88.5,亚光科技,假诱空,59.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,33.17,国防军工,14.98,"['创业板综', '第三代半导体', '深股通']","[33.17, 32.0, 31.59]",edge_low,True
spring,600346,2026-03-12,95,True,True,True,True,22.48,21.3,27.26,,[],"{'box_low': 21.55, 'volume_ratio': 1.4241170481217873}",90.25,93.25,恒力石化,箱体弹簧,58.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,35.47,炼油化工,14.67,"['锂电池概念', '上证180_', '标准普尔']","[35.47, 31.42, 31.09]",edge_low,True
support_resistance_flip,600354,2026-03-16,95,True,True,True,True,7.929999828338623,7.369999885559082,8.342142704554966,,[],"{'flip_level': 7.37, 'recent_low': 7.369999885559082, 'breakout_date': '2026-01-30'}",118.75,123.25,敦煌种业,支撑压力互换,56.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,41.76,种子,22.69,"['供销社概念', '农业种植', '西部大开发']","[41.76, 38.29, 33.5]",edge_high,True
right_shoulder,002407,2026-03-16,95,True,True,True,True,30.549999237060547,28.84,32.5,,[],"{'head_low': 27.48, 'right_low': 28.84, 'left_shoulder': 27.7, 'neckline': 32.5, 'right_low_date': '2026-03-11', 'bars_since_right_low': 3}",118.75,123.25,多氟多,顺势头肩,56.0,medium,True,True,66.67,neutral,1,0.5497,2,0,2.0,"[{'name': '上证指数', 'close': 4095.45, 'ma20': 4121.8745, 'ma60': 4060.614333333333, 'trend_ok': False}, {'name': '沪深300', 'close': 4669.14, 'ma20': 4685.423, 'ma60': 4677.6196666666665, 'trend_ok': False}, {'name': '创业板指', 'close': 3310.28, 'ma20': 3285.1595, 'ma60': 3273.5275000000006, 'trend_ok': True}]",False,41.28,基础化工,38.73,"['化工原料', '钠离子电池', '固态电池']","[41.28, 38.09, 35.7]",edge_high,True
